Tue Apr 14 19:37:38 +0000 2020,1250146212646395904,[],"[{'screen_name': 'BenYoel_', 'name': 'Benjamin Yoel', 'id': 1238939544449355781, 'id_str': '1238939544449355781', 'indices': [0, 9]}]",1250134439058911233,1238939544449355781,BenYoel_,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,3,@BenYoel_ Congrats &amp; Go Green!
Tue Apr 14 13:48:06 +0000 2020,1250058249774252032,"[{'text': 'MSUGrad20', 'indices': [28, 38]}]",[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,75,600,We're all in this together. #MSUGrad20 https://t.co/1uujPIMoXd
Tue Apr 14 13:01:09 +0000 2020,1250046434755346435,[],"[{'screen_name': 'kamdav00', 'name': 'kam ♡', 'id': 1426733401, 'id_str': '1426733401', 'indices': [0, 9]}]",1249859358588129280,1426733401,kamdav00,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,1,4,"@kamdav00 Get your first song ready, and we'll all be back together soon."
Mon Apr 13 19:57:56 +0000 2020,1249788935708033025,[],"[{'screen_name': 'KaceeHowe', 'name': 'Kc', 'id': 1403992309, 'id_str': '1403992309', 'indices': [0, 10]}]",1249469886235127809,1403992309,KaceeHowe,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,1,1,@KaceeHowe Stay safe. Be well. We will all be together soon.💚
Mon Apr 13 15:21:58 +0000 2020,1249719483754844161,[],"[{'screen_name': 'NASA', 'name': 'NASA', 'id': 11348282, 'id_str': '11348282', 'indices': [69, 74]}]",,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,10,28,"Some tips from Osama Alian, a Spartan who recently participated in a @NASA simulated isolation exercise:

1. Structure your day.
2. Exercise. 
3. Regularly text/email/call loved ones. 
 https://t.co/3rdAQQ4fQo"
Mon Apr 13 14:50:36 +0000 2020,1249711589516890112,[],"[{'screen_name': 'emily_loder', 'name': '*toasty cheezits have entered the chat*', 'id': 1066225044, 'id_str': '1066225044', 'indices': [0, 12]}, {'screen_name': 'TheRealSparty', 'name': 'Sparty', 'id': 104493961, 'id_str': '104493961', 'indices': [13, 27]}]",1249014181249990658,1066225044,emily_loder,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,0,@emily_loder @TheRealSparty Love the bow.
Fri Apr 10 19:54:02 +0000 2020,1248700790975291392,[],"[{'screen_name': 'MSU_Osteopathic', 'name': 'MSU College of Osteopathic Medicine', 'id': 1089803173, 'id_str': '1089803173', 'indices': [3, 19]}]",,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,44,219,An @MSU_Osteopathic researcher developed a potential COVID-19 test that delivers results in less than 10 minutes. https://t.co/MblEHD6fa9 https://t.co/bNEhzyauWQ
Fri Apr 10 19:06:13 +0000 2020,1248688755743088643,[],"[{'screen_name': 'marycox31', 'name': 'Mary Cox', 'id': 21122794, 'id_str': '21122794', 'indices': [0, 10]}]",1248642544998608904,21122794,marycox31,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,0,@marycox31 Go Green forever.💚
Fri Apr 10 17:43:57 +0000 2020,1248668052239024130,[],"[{'screen_name': 'haileymoore_', 'name': 'hailey', 'id': 402287815, 'id_str': '402287815', 'indices': [0, 13]}]",1248622659157389315,402287815,haileymoore_,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,2,@haileymoore_ Congrats &amp; Go Green!
Fri Apr 10 17:43:27 +0000 2020,1248667925374029824,[],"[{'screen_name': 'MsIsmailaj', 'name': 'Ms. I', 'id': 1167634019506368512, 'id_str': '1167634019506368512', 'indices': [0, 11]}, {'screen_name': 'simplyshawnnnn', 'name': 'Shawn the Stallion', 'id': 830885936485523459, 'id_str': '830885936485523459', 'indices': [12, 27]}]",1248643557981855744,1167634019506368512,MsIsmailaj,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,3,@MsIsmailaj @simplyshawnnnn Congratulations &amp; Go Green!
